METGROUP, METRIC_ACRONYM  , INST, END_DATE            , VALUE
IOPS    , RREQS           , 2   , 2020-11-04T14:30:05 , 1635114244
IOPS    , RREQS           , 2   , 2020-11-04T15:00:08 , 1635949714
IOPS    , RREQS           , 2   , 2020-11-04T15:30:10 , 1636450628
IOPS    , RREQS           , 2   , 2020-11-04T16:00:13 , 1636961478
IOPS    , RREQS           , 2   , 2020-11-04T16:30:15 , 1639130505
IOPS    , RREQS           , 2   , 2020-11-04T17:00:18 , 1640287035
IOPS    , RREQS           , 2   , 2020-11-04T17:30:21 , 1640587301
IOPS    , RREQS           , 2   , 2020-11-04T18:00:24 , 1645655638
IOPS    , RREQS           , 2   , 2020-11-04T18:30:29 , 1650965517
IOPS    , RREQS           , 2   , 2020-11-04T19:00:34 , 1656043113
IOPS    , RREQS           , 2   , 2020-11-04T19:30:38 , 1662043433
IOPS    , RREQS           , 2   , 2020-11-04T20:00:42 , 1666656776
IOPS    , RREQS           , 2   , 2020-11-04T20:30:45 , 1671431279
IOPS    , RREQS           , 2   , 2020-11-04T21:00:48 , 1671991474
IOPS    , RREQS           , 2   , 2020-11-04T21:30:01 , 1672709467
IOPS    , RREQS           , 2   , 2020-11-04T22:00:04 , 1675772888
IOPS    , RREQS           , 2   , 2020-11-04T22:30:06 , 1681736223
IOPS    , RREQS           , 2   , 2020-11-04T23:00:09 , 1686971497
IOPS    , RREQS           , 2   , 2020-11-04T23:30:02 , 1693284764
IOPS    , RREQS           , 2   , 2020-11-05T00:00:05 , 1696987092
IOPS    , RREQS           , 2   , 2020-11-05T00:30:07 , 1700998746
IOPS    , RREQS           , 2   , 2020-11-05T01:00:10 , 1704608364
IOPS    , RREQS           , 2   , 2020-11-05T01:30:13 , 1708008418
IOPS    , RREQS           , 2   , 2020-11-05T02:00:16 , 1708281666
IOPS    , RREQS           , 2   , 2020-11-05T02:30:19 , 1710106780
IOPS    , RREQS           , 2   , 2020-11-05T03:00:22 , 1712353877
IOPS    , RREQS           , 2   , 2020-11-05T03:30:25 , 1714845591
IOPS    , RREQS           , 2   , 2020-11-05T04:00:28 , 1717416334
IOPS    , RREQS           , 2   , 2020-11-05T04:30:31 , 1719858823
IOPS    , RREQS           , 2   , 2020-11-05T05:00:33 , 1725061721
IOPS    , RREQS           , 2   , 2020-11-05T05:30:37 , 1725341499
IOPS    , RREQS           , 2   , 2020-11-05T06:00:40 , 1728003309
IOPS    , RREQS           , 2   , 2020-11-05T06:30:43 , 1733167594
IOPS    , RREQS           , 2   , 2020-11-05T07:00:46 , 1735659200
IOPS    , RREQS           , 2   , 2020-11-05T07:30:49 , 1737879103
IOPS    , RREQS           , 2   , 2020-11-05T08:00:51 , 1738891377
IOPS    , RREQS           , 2   , 2020-11-05T08:30:54 , 1740176182
IOPS    , RREQS           , 2   , 2020-11-05T09:00:00 , 1741794844
IOPS    , RREQS           , 2   , 2020-11-05T09:30:02 , 1742320132
IOPS    , RREQS           , 2   , 2020-11-05T10:00:03 , 1743109008
IOPS    , RREQS           , 2   , 2020-11-05T10:30:05 , 1744125920
IOPS    , RREQS           , 2   , 2020-11-05T11:00:08 , 1746006979
IOPS    , RREQS           , 2   , 2020-11-05T11:30:10 , 1746642924
IOPS    , RREQS           , 2   , 2020-11-05T12:00:13 , 1747092068
IOPS    , RREQS           , 2   , 2020-11-05T12:30:16 , 1747770005
IOPS    , RREQS           , 2   , 2020-11-05T13:00:19 , 1748382990
IOPS    , RREQS           , 2   , 2020-11-05T13:30:21 , 1749038632
IOPS    , RREQS           , 2   , 2020-11-05T14:00:23 , 1749772215
IOPS    , RREQS           , 2   , 2020-11-05T14:30:26 , 1750316163
IOPS    , RREQS           , 2   , 2020-11-05T15:00:28 , 1750973039
IOPS    , RREQS           , 2   , 2020-11-05T15:30:31 , 1751558909
IOPS    , RREQS           , 2   , 2020-11-05T16:00:34 , 1752030325
IOPS    , RREQS           , 2   , 2020-11-05T16:30:37 , 1756924137
IOPS    , RREQS           , 2   , 2020-11-05T17:00:40 , 1758447071
IOPS    , RREQS           , 2   , 2020-11-05T17:30:43 , 1758981647
IOPS    , RREQS           , 2   , 2020-11-05T18:00:46 , 1764593963
IOPS    , RREQS           , 2   , 2020-11-05T18:30:48 , 1770352030
IOPS    , RREQS           , 2   , 2020-11-05T19:00:51 , 1776098157
IOPS    , RREQS           , 2   , 2020-11-05T19:30:02 , 1782012206
IOPS    , RREQS           , 2   , 2020-11-05T20:00:06 , 1786260784
IOPS    , RREQS           , 2   , 2020-11-05T20:30:09 , 1789956576
IOPS    , RREQS           , 2   , 2020-11-05T21:00:01 , 1792225300
IOPS    , RREQS           , 2   , 2020-11-05T21:30:03 , 1793093310
IOPS    , RREQS           , 2   , 2020-11-05T22:00:06 , 1796122511
IOPS    , RREQS           , 2   , 2020-11-05T22:30:09 , 1800369814
IOPS    , RREQS           , 2   , 2020-11-05T23:00:12 , 1807446014
IOPS    , RREQS           , 2   , 2020-11-05T23:30:15 , 1811006160
IOPS    , RREQS           , 2   , 2020-11-06T00:00:17 , 1814668916
IOPS    , RREQS           , 2   , 2020-11-06T00:30:20 , 1818627156
IOPS    , RREQS           , 2   , 2020-11-06T01:00:22 , 1822301962
IOPS    , RREQS           , 2   , 2020-11-06T01:30:25 , 1826346607
IOPS    , RREQS           , 2   , 2020-11-06T02:00:27 , 1826622940
IOPS    , RREQS           , 2   , 2020-11-06T02:30:30 , 1828385883
IOPS    , RREQS           , 2   , 2020-11-06T03:00:33 , 1830431895
IOPS    , RREQS           , 2   , 2020-11-06T03:30:36 , 1834601525
IOPS    , RREQS           , 2   , 2020-11-06T04:00:38 , 1837046560
IOPS    , RREQS           , 2   , 2020-11-06T04:30:41 , 1837524875
IOPS    , RREQS           , 2   , 2020-11-06T05:00:44 , 1842655669
IOPS    , RREQS           , 2   , 2020-11-06T05:30:46 , 1843505239
IOPS    , RREQS           , 2   , 2020-11-06T06:00:00 , 1844065275
IOPS    , RREQS           , 2   , 2020-11-06T06:30:03 , 1849507447
IOPS    , RREQS           , 2   , 2020-11-06T07:00:07 , 1853220337
IOPS    , RREQS           , 2   , 2020-11-06T07:30:10 , 1855868392
IOPS    , RREQS           , 2   , 2020-11-06T08:00:13 , 1858427029
IOPS    , RREQS           , 2   , 2020-11-06T08:30:02 , 1859500393
IOPS    , RREQS           , 2   , 2020-11-06T09:00:05 , 1860590253
IOPS    , RREQS           , 2   , 2020-11-06T09:30:08 , 1861214622
IOPS    , RREQS           , 2   , 2020-11-06T10:00:10 , 1862126446
IOPS    , RREQS           , 2   , 2020-11-06T10:30:13 , 1862730538
IOPS    , RREQS           , 2   , 2020-11-06T11:00:16 , 1863266117
IOPS    , WREQS           , 1   , 2020-10-29T12:00:49 , 71373412
IOPS    , WREQS           , 1   , 2020-10-29T12:30:51 , 71436039
IOPS    , WREQS           , 1   , 2020-10-29T13:00:54 , 71521864
IOPS    , WREQS           , 1   , 2020-10-29T13:30:02 , 71721692
IOPS    , WREQS           , 1   , 2020-10-29T14:00:05 , 72149424
IOPS    , WREQS           , 1   , 2020-10-29T14:30:01 , 72351174
IOPS    , WREQS           , 1   , 2020-10-29T15:00:03 , 72520185
IOPS    , WREQS           , 1   , 2020-10-29T15:30:06 , 72685790
IOPS    , WREQS           , 1   , 2020-10-29T16:00:08 , 72751274
IOPS    , WREQS           , 1   , 2020-10-29T16:30:11 , 72801144
IOPS    , WREQS           , 1   , 2020-10-29T17:00:13 , 72865149
IOPS    , WREQS           , 1   , 2020-10-29T17:30:16 , 72925841
IOPS    , WREQS           , 1   , 2020-10-29T18:00:18 , 72952233
IOPS    , WREQS           , 1   , 2020-10-29T18:30:20 , 72971848
IOPS    , WREQS           , 1   , 2020-10-29T19:00:23 , 73073507
IOPS    , WREQS           , 1   , 2020-10-29T19:30:25 , 73171561
IOPS    , WREQS           , 1   , 2020-10-29T20:00:28 , 73340778
IOPS    , WREQS           , 1   , 2020-10-29T20:30:31 , 73480898
IOPS    , WREQS           , 1   , 2020-10-29T21:00:33 , 73544723
IOPS    , WREQS           , 1   , 2020-10-29T21:30:35 , 73594796
IOPS    , WREQS           , 1   , 2020-10-29T22:00:38 , 73643855
IOPS    , WREQS           , 1   , 2020-10-29T22:30:40 , 74433597
IOPS    , WREQS           , 1   , 2020-10-29T23:00:43 , 76312791
IOPS    , WREQS           , 1   , 2020-10-29T23:30:00 , 76750658
IOPS    , WREQS           , 1   , 2020-10-30T00:00:03 , 77144432
IOPS    , WREQS           , 1   , 2020-10-30T00:30:05 , 77936446
IOPS    , WREQS           , 1   , 2020-10-30T01:00:07 , 78633540
IOPS    , WREQS           , 1   , 2020-10-30T01:30:10 , 80002182
IOPS    , WREQS           , 1   , 2020-10-30T02:00:12 , 80230165
IOPS    , WREQS           , 1   , 2020-10-30T02:30:00 , 80583954
IOPS    , WREQS           , 1   , 2020-10-30T03:00:03 , 80961503
IOPS    , WREQS           , 1   , 2020-10-30T03:30:05 , 81342637
IOPS    , WREQS           , 1   , 2020-10-30T04:00:08 , 81779429
IOPS    , WREQS           , 1   , 2020-10-30T04:30:10 , 82437382
IOPS    , WREQS           , 1   , 2020-10-30T05:00:13 , 82446455
IOPS    , WREQS           , 1   , 2020-10-30T05:30:15 , 82662876
IOPS    , WREQS           , 1   , 2020-10-30T06:00:18 , 82679698
IOPS    , WREQS           , 1   , 2020-10-30T06:30:21 , 82713548
IOPS    , WREQS           , 1   , 2020-10-30T07:00:23 , 82815138
IOPS    , WREQS           , 1   , 2020-10-30T07:30:26 , 82872821
IOPS    , WREQS           , 1   , 2020-10-30T08:00:28 , 82918306
IOPS    , WREQS           , 1   , 2020-10-30T08:30:31 , 82985191
IOPS    , WREQS           , 1   , 2020-10-30T09:00:33 , 83049076
IOPS    , WREQS           , 1   , 2020-10-30T09:30:36 , 83111792
IOPS    , WREQS           , 1   , 2020-10-30T10:00:38 , 83231645
IOPS    , WREQS           , 1   , 2020-10-30T10:30:41 , 83331153
IOPS    , WREQS           , 1   , 2020-10-30T11:00:43 , 83476584
IOPS    , WREQS           , 1   , 2020-10-30T11:30:46 , 83567442
IOPS    , WREQS           , 1   , 2020-10-30T12:00:01 , 83681114
IOPS    , WREQS           , 1   , 2020-10-30T12:30:03 , 83792098
IOPS    , WREQS           , 1   , 2020-10-30T13:00:06 , 83892962
IOPS    , WREQS           , 1   , 2020-10-30T13:30:09 , 83974604
IOPS    , WREQS           , 1   , 2020-10-30T14:00:11 , 84029485
IOPS    , WREQS           , 1   , 2020-10-30T14:30:01 , 84077431
IOPS    , WREQS           , 1   , 2020-10-30T15:00:03 , 84364921
IOPS    , WREQS           , 1   , 2020-10-30T15:30:05 , 84618655
IOPS    , WREQS           , 1   , 2020-10-30T16:00:07 , 84663962
IOPS    , WREQS           , 1   , 2020-10-30T16:30:10 , 84700787
IOPS    , WREQS           , 1   , 2020-10-30T17:00:12 , 84800257
IOPS    , WREQS           , 1   , 2020-10-30T17:30:15 , 84874286
IOPS    , WREQS           , 1   , 2020-10-30T18:00:17 , 84906517
IOPS    , WREQS           , 1   , 2020-10-30T18:30:19 , 84928807
IOPS    , WREQS           , 1   , 2020-10-30T19:00:22 , 85057952
IOPS    , WREQS           , 1   , 2020-10-30T19:30:24 , 85164941
IOPS    , WREQS           , 1   , 2020-10-30T20:00:27 , 85276356
IOPS    , WREQS           , 1   , 2020-10-30T20:30:30 , 85328446
IOPS    , WREQS           , 1   , 2020-10-30T21:00:33 , 85415500
IOPS    , WREQS           , 1   , 2020-10-30T21:30:36 , 85455968
IOPS    , WREQS           , 1   , 2020-10-30T22:00:39 , 85472565
IOPS    , WREQS           , 1   , 2020-10-30T22:30:00 , 85502156
IOPS    , WREQS           , 1   , 2020-10-30T23:00:03 , 85550133
IOPS    , WREQS           , 1   , 2020-10-30T23:30:05 , 85573668
IOPS    , WREQS           , 1   , 2020-10-31T00:00:07 , 85607267
IOPS    , WREQS           , 1   , 2020-10-31T00:30:10 , 85631390
IOPS    , WREQS           , 1   , 2020-10-31T01:00:12 , 85654525
IOPS    , WREQS           , 1   , 2020-10-31T01:30:15 , 85727221
IOPS    , WREQS           , 1   , 2020-10-31T02:00:00 , 85739169
IOPS    , WREQS           , 1   , 2020-10-31T02:30:03 , 85797080
IOPS    , WREQS           , 1   , 2020-10-31T03:00:05 , 86127728
IOPS    , WREQS           , 1   , 2020-10-31T03:30:08 , 86758655
IOPS    , WREQS           , 1   , 2020-10-31T04:00:10 , 87310839
IOPS    , WREQS           , 1   , 2020-10-31T04:30:13 , 87449602
IOPS    , WREQS           , 1   , 2020-10-31T05:00:15 , 87458154
IOPS    , WREQS           , 1   , 2020-10-31T05:30:18 , 87605775
IOPS    , WREQS           , 1   , 2020-10-31T06:00:20 , 87626604
IOPS    , WREQS           , 1   , 2020-10-31T06:30:23 , 87667434
IOPS    , WREQS           , 1   , 2020-10-31T07:00:26 , 87689947
IOPS    , WREQS           , 1   , 2020-10-31T07:30:29 , 87802971
IOPS    , WREQS           , 1   , 2020-10-31T08:00:31 , 87819732
IOPS    , WREQS           , 1   , 2020-10-31T08:30:34 , 87856855
IOPS    , WREQS           , 1   , 2020-10-31T09:00:36 , 87881125
IOPS    , WREQS           , 1   , 2020-10-31T09:30:38 , 87902684
IOPS    , WREQS           , 1   , 2020-10-31T10:00:41 , 87918120
IOPS    , WREQS           , 1   , 2020-10-31T10:30:43 , 87942177
IOPS    , WREQS           , 1   , 2020-10-31T11:00:01 , 87967348
IOPS    , WREQS           , 1   , 2020-10-31T11:30:03 , 87984529
IOPS    , WREQS           , 1   , 2020-10-31T12:00:05 , 87994976
IOPS    , WREQS           , 1   , 2020-10-31T12:30:08 , 88006401
IOPS    , WREQS           , 1   , 2020-10-31T13:00:10 , 88016585
IOPS    , WREQS           , 1   , 2020-10-31T13:30:13 , 88044681
IOPS    , WREQS           , 1   , 2020-10-31T14:00:01 , 88111694
IOPS    , WREQS           , 1   , 2020-10-31T14:30:04 , 88303670
IOPS    , WREQS           , 1   , 2020-10-31T15:00:07 , 88478016
IOPS    , WREQS           , 1   , 2020-10-31T15:30:10 , 88518278
IOPS    , WREQS           , 1   , 2020-10-31T16:00:12 , 88532140
IOPS    , WREQS           , 1   , 2020-10-31T16:30:14 , 88545330
IOPS    , WREQS           , 1   , 2020-10-31T17:00:16 , 88633449
IOPS    , WREQS           , 1   , 2020-10-31T17:30:19 , 88653493
IOPS    , WREQS           , 1   , 2020-10-31T18:00:21 , 88667689
IOPS    , WREQS           , 1   , 2020-10-31T18:30:23 , 88677374
IOPS    , WREQS           , 1   , 2020-10-31T19:00:26 , 88694450
IOPS    , WREQS           , 1   , 2020-10-31T19:30:32 , 88711698
IOPS    , WREQS           , 1   , 2020-10-31T20:00:37 , 88725672
IOPS    , WREQS           , 1   , 2020-10-31T20:30:40 , 88736183
IOPS    , WREQS           , 1   , 2020-10-31T21:00:45 , 88750502
IOPS    , WREQS           , 1   , 2020-10-31T21:30:49 , 88764523
IOPS    , WREQS           , 1   , 2020-10-31T22:00:51 , 88772760
IOPS    , WREQS           , 1   , 2020-10-31T22:30:53 , 88780629
IOPS    , WREQS           , 1   , 2020-10-31T23:00:56 , 88943928
IOPS    , WREQS           , 1   , 2020-10-31T23:30:01 , 88953724
IOPS    , WREQS           , 1   , 2020-11-01T00:00:01 , 88965366
IOPS    , WREQS           , 1   , 2020-11-01T00:30:04 , 88984650
IOPS    , WREQS           , 1   , 2020-11-01T01:00:07 , 88991858
IOPS    , WREQS           , 1   , 2020-11-01T01:00:12 , 89009135
IOPS    , WREQS           , 1   , 2020-11-01T01:30:10 , 89001933
IOPS    , WREQS           , 1   , 2020-11-01T01:30:14 , 89018065
IOPS    , WREQS           , 1   , 2020-11-01T02:00:17 , 89028750
IOPS    , WREQS           , 1   , 2020-11-01T02:30:19 , 89038707
IOPS    , WREQS           , 1   , 2020-11-01T03:00:22 , 89047964
IOPS    , WREQS           , 1   , 2020-11-01T03:30:24 , 89380537
IOPS    , WREQS           , 1   , 2020-11-01T04:00:26 , 89867497
IOPS    , WREQS           , 1   , 2020-11-01T04:30:29 , 90370608
IOPS    , WREQS           , 1   , 2020-11-01T05:00:33 , 90936036
IOPS    , WREQS           , 1   , 2020-11-01T05:30:37 , 91376770
IOPS    , WREQS           , 1   , 2020-11-01T06:00:40 , 91795743
IOPS    , WREQS           , 1   , 2020-11-01T06:30:43 , 92044475
IOPS    , WREQS           , 1   , 2020-11-01T07:00:46 , 92328101
IOPS    , WREQS           , 1   , 2020-11-01T07:30:49 , 92580951
IOPS    , WREQS           , 1   , 2020-11-01T08:00:51 , 92677960
IOPS    , WREQS           , 1   , 2020-11-01T08:30:53 , 92694998
IOPS    , WREQS           , 1   , 2020-11-01T09:00:56 , 92708609
IOPS    , WREQS           , 1   , 2020-11-01T09:30:58 , 92721827
IOPS    , WREQS           , 1   , 2020-11-01T10:00:00 , 92731794
IOPS    , WREQS           , 1   , 2020-11-01T10:30:03 , 92741398
IOPS    , WREQS           , 1   , 2020-11-01T11:00:05 , 92753102
IOPS    , WREQS           , 1   , 2020-11-01T11:30:07 , 92767009
IOPS    , WREQS           , 1   , 2020-11-01T12:00:09 , 92795244
IOPS    , WREQS           , 1   , 2020-11-01T12:30:12 , 92804042
IOPS    , WREQS           , 1   , 2020-11-01T13:00:14 , 92811956
IOPS    , WREQS           , 1   , 2020-11-01T13:30:16 , 92825410
IOPS    , WREQS           , 1   , 2020-11-01T14:00:19 , 92897628
IOPS    , WREQS           , 1   , 2020-11-01T14:30:21 , 92916878
IOPS    , WREQS           , 1   , 2020-11-01T15:00:23 , 92934973
IOPS    , WREQS           , 1   , 2020-11-01T15:30:26 , 92946004
IOPS    , WREQS           , 1   , 2020-11-01T16:00:28 , 92954383
IOPS    , WREQS           , 1   , 2020-11-01T16:30:30 , 92967020
IOPS    , WREQS           , 1   , 2020-11-01T17:00:33 , 93077844
IOPS    , WREQS           , 1   , 2020-11-01T17:30:35 , 93088561
IOPS    , WREQS           , 1   , 2020-11-01T18:00:37 , 93102732
IOPS    , WREQS           , 1   , 2020-11-01T18:30:40 , 93139412
IOPS    , WREQS           , 1   , 2020-11-01T19:00:42 , 93156910
IOPS    , WREQS           , 1   , 2020-11-01T19:30:45 , 93167599
IOPS    , WREQS           , 1   , 2020-11-01T20:00:03 , 93177120
IOPS    , WREQS           , 1   , 2020-11-01T20:30:06 , 93187108
IOPS    , WREQS           , 1   , 2020-11-01T21:00:08 , 93193700
IOPS    , WREQS           , 1   , 2020-11-01T21:30:11 , 93207121
IOPS    , WREQS           , 1   , 2020-11-01T22:00:14 , 93270374
IOPS    , WREQS           , 1   , 2020-11-01T22:30:16 , 93915446
IOPS    , WREQS           , 1   , 2020-11-01T23:00:01 , 94793482
IOPS    , WREQS           , 1   , 2020-11-01T23:30:04 , 94922302
IOPS    , WREQS           , 1   , 2020-11-02T00:00:06 , 94943229
IOPS    , WREQS           , 1   , 2020-11-02T00:30:09 , 94979247
IOPS    , WREQS           , 1   , 2020-11-02T01:00:11 , 95013559
IOPS    , WREQS           , 1   , 2020-11-02T01:30:13 , 95032826
IOPS    , WREQS           , 1   , 2020-11-02T02:00:16 , 95048797
IOPS    , WREQS           , 1   , 2020-11-02T02:30:18 , 95084136
IOPS    , WREQS           , 1   , 2020-11-02T03:00:20 , 95100440
IOPS    , WREQS           , 1   , 2020-11-02T03:30:23 , 95596852
IOPS    , WREQS           , 1   , 2020-11-02T04:00:26 , 96225908
IOPS    , WREQS           , 1   , 2020-11-02T04:30:29 , 96914734
IOPS    , WREQS           , 1   , 2020-11-02T05:00:32 , 97506279
IOPS    , WREQS           , 1   , 2020-11-02T05:30:34 , 97967324
IOPS    , WREQS           , 1   , 2020-11-02T06:00:37 , 98149972
IOPS    , WREQS           , 1   , 2020-11-02T06:30:01 , 98198658
IOPS    , WREQS           , 1   , 2020-11-02T07:00:04 , 98229859
IOPS    , WREQS           , 1   , 2020-11-02T07:30:06 , 98266001
IOPS    , WREQS           , 1   , 2020-11-02T08:00:09 , 98364108
IOPS    , WREQS           , 1   , 2020-11-02T08:30:11 , 98442746
IOPS    , WREQS           , 1   , 2020-11-02T09:00:14 , 98524851
IOPS    , WREQS           , 1   , 2020-11-02T09:30:16 , 98602914
IOPS    , WREQS           , 1   , 2020-11-02T10:00:19 , 98716227
IOPS    , WREQS           , 1   , 2020-11-02T10:30:21 , 98842540
IOPS    , WREQS           , 1   , 2020-11-02T11:00:01 , 99191749
IOPS    , WREQS           , 1   , 2020-11-02T11:30:03 , 99551662
IOPS    , WREQS           , 1   , 2020-11-02T12:00:06 , 99761917
IOPS    , WREQS           , 1   , 2020-11-02T12:30:08 , 99994807
IOPS    , WREQS           , 1   , 2020-11-02T13:00:11 , 100120709
IOPS    , WREQS           , 1   , 2020-11-02T13:30:13 , 100168512
IOPS    , WREQS           , 1   , 2020-11-02T14:00:16 , 100239087
IOPS    , WREQS           , 1   , 2020-11-02T14:30:18 , 100320435
IOPS    , WREQS           , 1   , 2020-11-02T15:00:21 , 100413228
IOPS    , WREQS           , 1   , 2020-11-02T15:30:23 , 100467817
IOPS    , WREQS           , 1   , 2020-11-02T16:00:25 , 100576033
IOPS    , WREQS           , 1   , 2020-11-02T16:30:28 , 100676298
IOPS    , WREQS           , 1   , 2020-11-02T17:00:30 , 100787980
IOPS    , WREQS           , 1   , 2020-11-02T17:30:33 , 100821741
IOPS    , WREQS           , 1   , 2020-11-02T18:00:35 , 100844160
IOPS    , WREQS           , 1   , 2020-11-02T18:30:04 , 100881998
IOPS    , WREQS           , 1   , 2020-11-02T19:00:10 , 100946994
IOPS    , WREQS           , 1   , 2020-11-02T19:30:13 , 101076179
IOPS    , WREQS           , 1   , 2020-11-02T20:00:18 , 101102428
IOPS    , WREQS           , 1   , 2020-11-02T20:30:21 , 101117018
IOPS    , WREQS           , 1   , 2020-11-02T21:00:23 , 101128042
IOPS    , WREQS           , 1   , 2020-11-02T21:30:26 , 101149226
IOPS    , WREQS           , 1   , 2020-11-02T22:00:29 , 101377293
IOPS    , WREQS           , 1   , 2020-11-02T22:30:31 , 101457796
IOPS    , WREQS           , 1   , 2020-11-02T23:00:34 , 101488309
IOPS    , WREQS           , 1   , 2020-11-02T23:30:02 , 101514081
IOPS    , WREQS           , 1   , 2020-11-03T00:00:04 , 101551834
IOPS    , WREQS           , 1   , 2020-11-03T00:30:06 , 101611561
IOPS    , WREQS           , 1   , 2020-11-03T01:00:09 , 101648143
IOPS    , WREQS           , 1   , 2020-11-03T01:30:11 , 101709304
IOPS    , WREQS           , 1   , 2020-11-03T02:00:14 , 101744322
IOPS    , WREQS           , 1   , 2020-11-03T02:30:16 , 101766455
IOPS    , WREQS           , 1   , 2020-11-03T03:00:18 , 101793479
IOPS    , WREQS           , 1   , 2020-11-03T03:30:22 , 102205418
IOPS    , WREQS           , 1   , 2020-11-03T04:00:01 , 102870368
IOPS    , WREQS           , 1   , 2020-11-03T04:30:04 , 103343224
IOPS    , WREQS           , 1   , 2020-11-03T05:00:07 , 103764777
IOPS    , WREQS           , 1   , 2020-11-03T05:30:10 , 104039246
IOPS    , WREQS           , 1   , 2020-11-03T06:00:12 , 104048715
IOPS    , WREQS           , 1   , 2020-11-03T06:30:16 , 104083567
IOPS    , WREQS           , 1   , 2020-11-03T07:00:18 , 104120393
IOPS    , WREQS           , 1   , 2020-11-03T07:30:21 , 104189823
IOPS    , WREQS           , 1   , 2020-11-03T08:00:24 , 104246659
IOPS    , WREQS           , 1   , 2020-11-03T08:30:26 , 104326604
IOPS    , WREQS           , 1   , 2020-11-03T09:00:29 , 104416329
IOPS    , WREQS           , 1   , 2020-11-03T09:30:32 , 104491155
IOPS    , WREQS           , 1   , 2020-11-03T10:00:35 , 104601060
IOPS    , WREQS           , 1   , 2020-11-03T10:30:37 , 104793898
IOPS    , WREQS           , 1   , 2020-11-03T11:00:40 , 104955514
IOPS    , WREQS           , 1   , 2020-11-03T11:30:02 , 105105727
IOPS    , WREQS           , 1   , 2020-11-03T12:00:04 , 105144582
IOPS    , WREQS           , 1   , 2020-11-03T12:30:07 , 105244791
IOPS    , WREQS           , 1   , 2020-11-03T13:00:09 , 105297610
IOPS    , WREQS           , 1   , 2020-11-03T13:30:12 , 105360139
IOPS    , WREQS           , 1   , 2020-11-03T14:00:14 , 105441645
IOPS    , WREQS           , 1   , 2020-11-03T14:30:16 , 105543094
IOPS    , WREQS           , 1   , 2020-11-03T15:00:19 , 105682690
IOPS    , WREQS           , 1   , 2020-11-03T15:30:02 , 105814912
IOPS    , WREQS           , 1   , 2020-11-03T16:00:05 , 105937948
IOPS    , WREQS           , 1   , 2020-11-03T16:30:08 , 106030453
IOPS    , WREQS           , 1   , 2020-11-03T17:00:10 , 106126953
IOPS    , WREQS           , 1   , 2020-11-03T17:30:12 , 106162821
IOPS    , WREQS           , 1   , 2020-11-03T18:00:15 , 106225903
IOPS    , WREQS           , 1   , 2020-11-03T18:30:18 , 106286481
IOPS    , WREQS           , 1   , 2020-11-03T19:00:21 , 106397823
IOPS    , WREQS           , 1   , 2020-11-03T19:30:23 , 106591511
IOPS    , WREQS           , 1   , 2020-11-03T20:00:26 , 106887925
IOPS    , WREQS           , 1   , 2020-11-03T20:30:28 , 106931704
IOPS    , WREQS           , 1   , 2020-11-03T21:00:31 , 106968738
IOPS    , WREQS           , 1   , 2020-11-03T21:30:02 , 106985222
IOPS    , WREQS           , 1   , 2020-11-03T22:00:04 , 107003686
IOPS    , WREQS           , 1   , 2020-11-03T22:30:07 , 107805091
IOPS    , WREQS           , 1   , 2020-11-03T23:00:09 , 108606134
IOPS    , WREQS           , 1   , 2020-11-03T23:30:11 , 109026041
IOPS    , WREQS           , 1   , 2020-11-04T00:00:14 , 109079033
IOPS    , WREQS           , 1   , 2020-11-04T00:30:16 , 109105994
IOPS    , WREQS           , 1   , 2020-11-04T01:00:19 , 109127683
IOPS    , WREQS           , 1   , 2020-11-04T01:30:21 , 109146722
IOPS    , WREQS           , 1   , 2020-11-04T02:00:23 , 109159196
IOPS    , WREQS           , 1   , 2020-11-04T02:30:26 , 109196555
IOPS    , WREQS           , 1   , 2020-11-04T03:00:03 , 109213602
IOPS    , WREQS           , 1   , 2020-11-04T03:30:06 , 109240165
IOPS    , WREQS           , 1   , 2020-11-04T04:00:08 , 109256828
IOPS    , WREQS           , 1   , 2020-11-04T04:30:11 , 109362529
IOPS    , WREQS           , 1   , 2020-11-04T05:00:13 , 109371897
IOPS    , WREQS           , 1   , 2020-11-04T05:30:16 , 109385826
IOPS    , WREQS           , 1   , 2020-11-04T06:00:18 , 109395358
IOPS    , WREQS           , 1   , 2020-11-04T06:30:21 , 109435889
IOPS    , WREQS           , 1   , 2020-11-04T07:00:24 , 109472775
IOPS    , WREQS           , 1   , 2020-11-04T07:30:27 , 109516622
IOPS    , WREQS           , 1   , 2020-11-04T08:00:29 , 109569585
IOPS    , WREQS           , 1   , 2020-11-04T08:30:32 , 109673668
IOPS    , WREQS           , 1   , 2020-11-04T09:00:35 , 109914869
IOPS    , WREQS           , 1   , 2020-11-04T09:30:02 , 110005396
IOPS    , WREQS           , 1   , 2020-11-04T10:00:04 , 110147023
IOPS    , WREQS           , 1   , 2020-11-04T10:30:07 , 110262471
IOPS    , WREQS           , 1   , 2020-11-04T11:00:09 , 110355603
IOPS    , WREQS           , 1   , 2020-11-04T11:30:11 , 110437704
IOPS    , WREQS           , 1   , 2020-11-04T12:00:14 , 110520574
IOPS    , WREQS           , 1   , 2020-11-04T12:30:16 , 110619494
IOPS    , WREQS           , 1   , 2020-11-04T13:00:18 , 110697407
IOPS    , WREQS           , 1   , 2020-11-04T13:30:21 , 110761513
IOPS    , WREQS           , 1   , 2020-11-04T14:00:02 , 110860011
