METGROUP, METRIC_ACRONYM  , INST, END_DATE            , VALUE
CPU     , CPU             , 1   , 2020-11-03T11:06:24 , 2
CPU     , CPU             , 1   , 2020-11-03T11:06:34 , 1
CPU     , CPU             , 1   , 2020-11-03T11:06:44 , 1
CPU     , CPU             , 1   , 2020-11-03T11:06:54 , 2
CPU     , CPU             , 1   , 2020-11-03T11:07:04 , 1
CPU     , CPU             , 1   , 2020-11-03T11:07:24 , 1
CPU     , CPU             , 1   , 2020-11-03T11:07:34 , 1
CPU     , CPU             , 1   , 2020-11-03T11:07:44 , 2
CPU     , CPU             , 1   , 2020-11-03T11:08:04 , 2
CPU     , CPU             , 1   , 2020-11-03T11:08:14 , 1
CPU     , CPU             , 1   , 2020-11-03T11:08:24 , 1
CPU     , CPU             , 1   , 2020-11-03T11:08:34 , 1
CPU     , CPU             , 1   , 2020-11-03T11:08:44 , 1
CPU     , CPU             , 1   , 2020-11-03T11:08:54 , 1
CPU     , CPU             , 1   , 2020-11-03T11:09:04 , 1
CPU     , CPU             , 1   , 2020-11-03T11:09:14 , 1
CPU     , CPU             , 1   , 2020-11-03T11:09:24 , 1
CPU     , CPU             , 1   , 2020-11-03T11:09:35 , 3
CPU     , CPU             , 1   , 2020-11-03T11:09:55 , 1
CPU     , CPU             , 1   , 2020-11-03T11:10:05 , 1
CPU     , CPU             , 1   , 2020-11-03T11:10:15 , 2
CPU     , CPU             , 1   , 2020-11-03T11:10:25 , 2
CPU     , CPU             , 1   , 2020-11-03T11:10:45 , 1
CPU     , CPU             , 1   , 2020-11-03T11:11:25 , 1
CPU     , CPU             , 1   , 2020-11-03T11:11:35 , 1
CPU     , CPU             , 1   , 2020-11-03T11:11:55 , 1
CPU     , CPU             , 1   , 2020-11-03T11:12:05 , 1
CPU     , CPU             , 1   , 2020-11-03T11:12:35 , 1
CPU     , CPU             , 1   , 2020-11-03T11:16:27 , 1
CPU     , CPU             , 1   , 2020-11-03T11:16:47 , 1
CPU     , CPU             , 1   , 2020-11-03T11:23:18 , 1
CPU     , CPU             , 1   , 2020-11-03T11:23:48 , 1
CPU     , CPU             , 1   , 2020-11-03T11:30:20 , 1
CPU     , CPU             , 1   , 2020-11-03T11:31:01 , 1
CPU     , CPU             , 1   , 2020-11-03T11:41:43 , 1
CPU     , CPU             , 1   , 2020-11-03T11:43:04 , 1
CPU     , CPU             , 1   , 2020-11-03T11:43:14 , 1
CPU     , CPU             , 1   , 2020-11-03T11:46:25 , 1
CPU     , CPU             , 1   , 2020-11-03T11:48:15 , 1
CPU     , CPU             , 1   , 2020-11-03T11:50:46 , 1
CPU     , CPU             , 1   , 2020-11-03T11:50:56 , 1
CPU     , CPU             , 1   , 2020-11-03T11:51:16 , 1
CPU     , CPU             , 1   , 2020-11-03T11:53:36 , 1
CPU     , CPU             , 1   , 2020-11-03T11:54:57 , 1
CPU     , CPU             , 1   , 2020-11-03T11:56:58 , 1
CPU     , CPU             , 1   , 2020-11-03T11:57:08 , 1
CPU     , CPU             , 1   , 2020-11-03T11:58:18 , 1
CPU     , CPU             , 1   , 2020-11-03T11:58:28 , 1
CPU     , CPU             , 1   , 2020-11-03T11:59:58 , 1
CPU     , CPU             , 1   , 2020-11-03T12:00:28 , 1
CPU     , CPU             , 1   , 2020-11-03T12:01:59 , 1
CPU     , CPU             , 1   , 2020-11-03T12:02:39 , 1
CPU     , CPU             , 1   , 2020-11-03T12:02:49 , 1
CPU     , CPU             , 1   , 2020-11-03T12:05:20 , 1
CPU     , CPU             , 1   , 2020-11-03T12:06:20 , 1
CPU     , CPU             , 1   , 2020-11-03T12:06:30 , 1
CPU     , CPU             , 1   , 2020-11-03T12:06:40 , 1
CPU     , CPU             , 1   , 2020-11-03T12:07:00 , 1
CPU     , CPU             , 1   , 2020-11-03T12:09:41 , 1
CPU     , CPU             , 1   , 2020-11-03T12:12:52 , 1
CPU     , CPU             , 1   , 2020-11-03T12:13:02 , 1
CPU     , CPU             , 1   , 2020-11-03T12:13:22 , 1
CPU     , CPU             , 1   , 2020-11-03T12:13:32 , 2
CPU     , CPU             , 1   , 2020-11-03T12:13:42 , 1
CPU     , CPU             , 1   , 2020-11-03T12:15:12 , 1
CPU     , CPU             , 1   , 2020-11-03T12:15:22 , 1
CPU     , CPU             , 1   , 2020-11-03T12:15:42 , 1
CPU     , CPU             , 1   , 2020-11-03T12:16:13 , 1
CPU     , CPU             , 1   , 2020-11-03T12:16:23 , 1
CPU     , CPU             , 1   , 2020-11-03T12:16:33 , 2
CPU     , CPU             , 1   , 2020-11-03T12:16:43 , 1
CPU     , CPU             , 1   , 2020-11-03T12:16:53 , 2
CPU     , CPU             , 1   , 2020-11-03T12:17:03 , 1
CPU     , CPU             , 1   , 2020-11-03T12:17:13 , 2
CPU     , CPU             , 1   , 2020-11-03T12:19:13 , 1
CPU     , CPU             , 1   , 2020-11-03T12:20:24 , 1
CPU     , CPU             , 1   , 2020-11-03T12:21:24 , 1
CPU     , CPU             , 1   , 2020-11-03T12:21:34 , 2
CPU     , CPU             , 1   , 2020-11-03T12:23:35 , 1
CPU     , CPU             , 1   , 2020-11-03T12:30:46 , 1
CPU     , CPU             , 1   , 2020-11-03T12:30:56 , 1
CPU     , CPU             , 1   , 2020-11-03T12:42:10 , 1
CPU     , CPU             , 1   , 2020-11-03T12:43:20 , 1
CPU     , CPU             , 1   , 2020-11-03T12:44:50 , 1
CPU     , CPU             , 1   , 2020-11-03T12:45:30 , 1
CPU     , CPU             , 1   , 2020-11-03T12:46:11 , 1
CPU     , CPU             , 1   , 2020-11-03T12:46:31 , 1
CPU     , CPU             , 1   , 2020-11-03T12:48:31 , 1
CPU     , CPU             , 1   , 2020-11-03T12:50:32 , 1
CPU     , CPU             , 1   , 2020-11-03T12:50:52 , 1
CPU     , CPU             , 1   , 2020-11-03T12:51:42 , 1
CPU     , CPU             , 1   , 2020-11-03T12:53:33 , 2
CPU     , CPU             , 1   , 2020-11-03T12:54:13 , 1
CPU     , CPU             , 1   , 2020-11-03T12:55:13 , 1
CPU     , CPU             , 1   , 2020-11-03T13:01:55 , 1
CPU     , CPU             , 1   , 2020-11-03T13:06:16 , 1
CPU     , CPU             , 1   , 2020-11-03T13:06:26 , 1
CPU     , CPU             , 1   , 2020-11-03T13:06:46 , 1
CPU     , CPU             , 1   , 2020-11-03T13:07:17 , 1
CPU     , CPU             , 1   , 2020-11-03T13:07:27 , 1
CPU     , CPU             , 1   , 2020-11-03T13:12:08 , 1
CPU     , CPU             , 1   , 2020-11-03T13:12:38 , 1
CPU     , CPU             , 1   , 2020-11-03T13:16:39 , 1
CPU     , CPU             , 1   , 2020-11-03T13:18:49 , 1
CPU     , CPU             , 1   , 2020-11-03T13:18:59 , 2
CPU     , CPU             , 1   , 2020-11-03T13:22:41 , 1
CPU     , CPU             , 1   , 2020-11-03T13:27:02 , 1
CPU     , CPU             , 1   , 2020-11-03T13:32:13 , 1
CPU     , CPU             , 1   , 2020-11-03T13:33:23 , 1
CPU     , CPU             , 1   , 2020-11-03T13:36:34 , 1
CPU     , CPU             , 1   , 2020-11-03T13:40:45 , 1
CPU     , CPU             , 1   , 2020-11-03T13:43:26 , 1
CPU     , CPU             , 1   , 2020-11-03T13:44:26 , 1
CPU     , CPU             , 1   , 2020-11-03T13:45:37 , 2
CPU     , CPU             , 1   , 2020-11-03T13:47:17 , 1
CPU     , CPU             , 1   , 2020-11-03T13:52:29 , 1
CPU     , CPU             , 1   , 2020-11-03T13:52:39 , 1
CPU     , CPU             , 1   , 2020-11-03T13:53:59 , 1
CPU     , CPU             , 1   , 2020-11-03T13:55:09 , 1
CPU     , CPU             , 1   , 2020-11-03T13:57:00 , 1
CPU     , CPU             , 1   , 2020-11-03T13:57:10 , 1
CPU     , CPU             , 1   , 2020-11-03T14:00:11 , 1
CPU     , CPU             , 1   , 2020-11-03T14:00:31 , 1
CPU     , CPU             , 1   , 2020-11-03T14:01:21 , 1
CPU     , CPU             , 1   , 2020-11-03T14:01:31 , 2
CPU     , CPU             , 1   , 2020-11-03T14:02:01 , 1
CPU     , CPU             , 1   , 2020-11-03T14:02:41 , 1
CPU     , CPU             , 1   , 2020-11-03T14:03:42 , 1
CPU     , CPU             , 1   , 2020-11-03T14:03:52 , 1
CPU     , CPU             , 1   , 2020-11-03T14:07:13 , 1
CPU     , CPU             , 1   , 2020-11-03T14:08:43 , 1
CPU     , CPU             , 1   , 2020-11-03T14:09:03 , 1
CPU     , CPU             , 1   , 2020-11-03T14:12:24 , 1
CPU     , CPU             , 1   , 2020-11-03T14:13:34 , 1
CPU     , CPU             , 1   , 2020-11-03T14:13:44 , 1
CPU     , CPU             , 1   , 2020-11-03T14:15:45 , 1
CPU     , CPU             , 1   , 2020-11-03T14:18:26 , 1
CPU     , CPU             , 1   , 2020-11-03T14:18:56 , 1
CPU     , CPU             , 1   , 2020-11-03T14:19:26 , 1
CPU     , CPU             , 1   , 2020-11-03T14:19:36 , 1
CPU     , CPU             , 1   , 2020-11-03T14:20:26 , 1
CPU     , CPU             , 1   , 2020-11-03T14:21:47 , 1
CPU     , CPU             , 1   , 2020-11-03T14:21:57 , 2
CPU     , CPU             , 1   , 2020-11-03T14:23:37 , 1
CPU     , CPU             , 1   , 2020-11-03T14:23:47 , 1
CPU     , CPU             , 1   , 2020-11-03T14:24:47 , 1
CPU     , CPU             , 1   , 2020-11-03T14:25:07 , 1
CPU     , CPU             , 1   , 2020-11-03T14:25:37 , 1
CPU     , CPU             , 1   , 2020-11-03T14:26:27 , 1
CPU     , CPU             , 1   , 2020-11-03T14:29:18 , 1
CPU     , CPU             , 1   , 2020-11-03T14:30:09 , 1
CPU     , CPU             , 1   , 2020-11-03T14:30:59 , 1
CPU     , CPU             , 1   , 2020-11-03T14:32:29 , 1
CPU     , CPU             , 1   , 2020-11-03T14:33:00 , 1
CPU     , CPU             , 1   , 2020-11-03T14:33:10 , 2
CPU     , CPU             , 1   , 2020-11-03T14:33:30 , 1
CPU     , CPU             , 1   , 2020-11-03T14:33:40 , 3
CPU     , CPU             , 1   , 2020-11-03T14:34:50 , 1
CPU     , CPU             , 1   , 2020-11-03T14:37:11 , 1
CPU     , CPU             , 1   , 2020-11-03T14:37:21 , 1
CPU     , CPU             , 1   , 2020-11-03T14:37:51 , 1
CPU     , CPU             , 1   , 2020-11-03T14:38:11 , 1
CPU     , CPU             , 1   , 2020-11-03T14:38:21 , 1
CPU     , CPU             , 1   , 2020-11-03T14:38:51 , 1
CPU     , CPU             , 1   , 2020-11-03T14:39:51 , 1
CPU     , CPU             , 1   , 2020-11-03T14:40:01 , 1
CPU     , CPU             , 1   , 2020-11-03T14:40:21 , 1
CPU     , CPU             , 1   , 2020-11-03T14:40:52 , 1
CPU     , CPU             , 1   , 2020-11-03T14:41:12 , 2
CPU     , CPU             , 1   , 2020-11-03T14:41:22 , 1
CPU     , CPU             , 1   , 2020-11-03T14:42:02 , 1
CPU     , CPU             , 1   , 2020-11-03T14:42:52 , 4
CPU     , CPU             , 1   , 2020-11-03T14:43:02 , 3
CPU     , CPU             , 1   , 2020-11-03T14:43:22 , 1
CPU     , CPU             , 1   , 2020-11-03T14:43:32 , 1
CPU     , CPU             , 1   , 2020-11-03T14:43:42 , 1
CPU     , CPU             , 1   , 2020-11-03T14:43:52 , 1
CPU     , CPU             , 1   , 2020-11-03T14:44:02 , 1
CPU     , CPU             , 1   , 2020-11-03T14:44:12 , 2
CPU     , CPU             , 1   , 2020-11-03T14:45:03 , 1
CPU     , CPU             , 1   , 2020-11-03T14:45:23 , 1
CPU     , CPU             , 1   , 2020-11-03T14:46:03 , 2
CPU     , CPU             , 1   , 2020-11-03T14:46:33 , 1
CPU     , CPU             , 1   , 2020-11-03T14:49:34 , 1
CPU     , CPU             , 1   , 2020-11-03T14:50:54 , 1
CPU     , CPU             , 1   , 2020-11-03T14:51:34 , 1
CPU     , CPU             , 1   , 2020-11-03T14:51:45 , 1
CPU     , CPU             , 1   , 2020-11-03T14:53:55 , 1
CPU     , CPU             , 1   , 2020-11-03T14:54:55 , 1
CPU     , CPU             , 1   , 2020-11-03T14:55:05 , 1
CPU     , CPU             , 1   , 2020-11-03T14:56:26 , 1
CPU     , CPU             , 1   , 2020-11-03T14:57:36 , 1
CPU     , CPU             , 1   , 2020-11-03T14:59:37 , 1
CPU     , CPU             , 1   , 2020-11-03T14:59:47 , 1
CPU     , CPU             , 1   , 2020-11-03T15:00:57 , 1
CPU     , CPU             , 1   , 2020-11-03T15:01:37 , 1
CPU     , CPU             , 1   , 2020-11-03T15:03:18 , 1
CPU     , CPU             , 1   , 2020-11-03T15:03:28 , 1
CPU     , CPU             , 1   , 2020-11-03T15:04:18 , 1
CPU     , CPU             , 1   , 2020-11-03T15:05:38 , 1
CPU     , CPU             , 1   , 2020-11-03T15:06:18 , 1
CPU     , CPU             , 1   , 2020-11-03T15:07:59 , 1
CPU     , CPU             , 1   , 2020-11-03T15:08:59 , 1
CPU     , CPU             , 1   , 2020-11-03T15:12:10 , 1
CPU     , CPU             , 1   , 2020-11-03T15:12:50 , 2
CPU     , CPU             , 1   , 2020-11-03T15:13:10 , 1
CPU     , CPU             , 1   , 2020-11-03T15:13:51 , 1
CPU     , CPU             , 1   , 2020-11-03T15:14:01 , 1
CPU     , CPU             , 1   , 2020-11-03T15:14:21 , 2
CPU     , CPU             , 1   , 2020-11-03T15:14:51 , 1
CPU     , CPU             , 1   , 2020-11-03T15:15:01 , 1
CPU     , CPU             , 1   , 2020-11-03T15:15:31 , 1
CPU     , CPU             , 1   , 2020-11-03T15:16:01 , 1
CPU     , CPU             , 1   , 2020-11-03T15:16:41 , 1
CPU     , CPU             , 1   , 2020-11-03T15:17:02 , 1
CPU     , CPU             , 1   , 2020-11-03T15:17:12 , 1
CPU     , CPU             , 1   , 2020-11-03T15:17:32 , 1
CPU     , CPU             , 1   , 2020-11-03T15:21:03 , 1
CPU     , CPU             , 1   , 2020-11-03T15:22:03 , 1
CPU     , CPU             , 1   , 2020-11-03T15:26:34 , 1
CPU     , CPU             , 1   , 2020-11-03T15:28:45 , 1
CPU     , CPU             , 1   , 2020-11-03T15:29:45 , 1
CPU     , CPU             , 1   , 2020-11-03T15:29:55 , 1
CPU     , CPU             , 1   , 2020-11-03T15:30:55 , 1
CPU     , CPU             , 1   , 2020-11-03T15:31:25 , 1
CPU     , CPU             , 1   , 2020-11-03T15:33:06 , 1
CPU     , CPU             , 1   , 2020-11-03T15:33:26 , 1
CPU     , CPU             , 1   , 2020-11-03T15:36:17 , 1
CPU     , CPU             , 1   , 2020-11-03T15:36:57 , 1
CPU     , CPU             , 1   , 2020-11-03T15:37:07 , 1
CPU     , CPU             , 1   , 2020-11-03T15:37:37 , 1
CPU     , CPU             , 1   , 2020-11-03T15:38:07 , 1
CPU     , CPU             , 1   , 2020-11-03T15:38:37 , 1
CPU     , CPU             , 1   , 2020-11-03T15:39:58 , 1
CPU     , CPU             , 1   , 2020-11-03T15:40:28 , 1
CPU     , CPU             , 1   , 2020-11-03T15:45:29 , 1
CPU     , CPU             , 1   , 2020-11-03T15:45:59 , 1
CPU     , CPU             , 1   , 2020-11-03T15:46:09 , 1
CPU     , CPU             , 1   , 2020-11-03T15:46:19 , 1
CPU     , CPU             , 1   , 2020-11-03T15:47:00 , 1
CPU     , CPU             , 1   , 2020-11-03T15:47:20 , 1
CPU     , CPU             , 1   , 2020-11-03T15:47:30 , 1
CPU     , CPU             , 1   , 2020-11-03T15:49:00 , 1
CPU     , CPU             , 1   , 2020-11-03T15:49:20 , 1
CPU     , CPU             , 1   , 2020-11-03T15:50:30 , 1
CPU     , CPU             , 1   , 2020-11-03T15:51:21 , 1
CPU     , CPU             , 1   , 2020-11-03T15:52:31 , 1
CPU     , CPU             , 1   , 2020-11-03T15:53:51 , 1
CPU     , CPU             , 1   , 2020-11-03T15:56:42 , 1
CPU     , CPU             , 1   , 2020-11-03T15:57:12 , 1
CPU     , CPU             , 1   , 2020-11-03T15:59:13 , 1
CPU     , CPU             , 1   , 2020-11-03T16:00:53 , 1
CPU     , CPU             , 1   , 2020-11-03T16:01:03 , 1
CPU     , CPU             , 1   , 2020-11-03T16:01:33 , 1
CPU     , CPU             , 1   , 2020-11-03T16:03:14 , 1
CPU     , CPU             , 1   , 2020-11-03T16:04:14 , 1
CPU     , CPU             , 1   , 2020-11-03T16:08:35 , 1
CPU     , CPU             , 1   , 2020-11-03T16:08:45 , 1
CPU     , CPU             , 1   , 2020-11-03T16:09:06 , 1
CPU     , CPU             , 1   , 2020-11-03T16:09:16 , 2
CPU     , CPU             , 1   , 2020-11-03T16:09:36 , 1
CPU     , CPU             , 1   , 2020-11-03T16:10:06 , 1
CPU     , CPU             , 1   , 2020-11-03T16:10:16 , 1
CPU     , CPU             , 1   , 2020-11-03T16:10:46 , 1
CPU     , CPU             , 1   , 2020-11-03T16:13:07 , 1
CPU     , CPU             , 1   , 2020-11-03T16:13:27 , 1
CPU     , CPU             , 1   , 2020-11-03T16:13:37 , 1
CPU     , CPU             , 1   , 2020-11-03T16:14:47 , 1
CPU     , CPU             , 1   , 2020-11-03T16:15:07 , 1
CPU     , CPU             , 1   , 2020-11-03T16:17:58 , 1
CPU     , CPU             , 1   , 2020-11-03T16:18:18 , 1
CPU     , CPU             , 1   , 2020-11-03T16:18:28 , 1
CPU     , CPU             , 1   , 2020-11-03T16:19:08 , 1
CPU     , CPU             , 1   , 2020-11-03T16:22:29 , 1
CPU     , CPU             , 1   , 2020-11-03T16:22:39 , 1
CPU     , CPU             , 1   , 2020-11-03T16:24:00 , 1
CPU     , CPU             , 1   , 2020-11-03T16:25:00 , 1
CPU     , CPU             , 1   , 2020-11-03T16:26:30 , 1
CPU     , CPU             , 1   , 2020-11-03T16:28:51 , 1
CPU     , CPU             , 1   , 2020-11-03T16:29:21 , 1
CPU     , CPU             , 1   , 2020-11-03T16:29:31 , 1
CPU     , CPU             , 1   , 2020-11-03T16:30:31 , 1
CPU     , CPU             , 1   , 2020-11-03T16:30:41 , 1
CPU     , CPU             , 1   , 2020-11-03T16:32:22 , 2
CPU     , CPU             , 1   , 2020-11-03T16:32:32 , 1
CPU     , CPU             , 1   , 2020-11-03T16:33:02 , 2
CPU     , CPU             , 1   , 2020-11-03T16:33:12 , 1
CPU     , CPU             , 1   , 2020-11-03T16:33:32 , 1
CPU     , CPU             , 1   , 2020-11-03T16:34:12 , 1
CPU     , CPU             , 1   , 2020-11-03T16:35:53 , 1
CPU     , CPU             , 1   , 2020-11-03T16:36:03 , 1
CPU     , CPU             , 1   , 2020-11-03T16:36:33 , 3
CPU     , CPU             , 1   , 2020-11-03T16:36:43 , 2
CPU     , CPU             , 1   , 2020-11-03T16:36:53 , 2
CPU     , CPU             , 1   , 2020-11-03T16:37:03 , 1
CPU     , CPU             , 1   , 2020-11-03T16:37:13 , 1
CPU     , CPU             , 1   , 2020-11-03T16:37:23 , 1
CPU     , CPU             , 1   , 2020-11-03T16:37:33 , 1
CPU     , CPU             , 1   , 2020-11-03T16:37:43 , 2
CPU     , CPU             , 1   , 2020-11-03T16:37:53 , 1
CPU     , CPU             , 1   , 2020-11-03T16:38:54 , 1
CPU     , CPU             , 1   , 2020-11-03T16:40:04 , 1
CPU     , CPU             , 1   , 2020-11-03T16:40:14 , 2
CPU     , CPU             , 1   , 2020-11-03T16:40:34 , 1
CPU     , CPU             , 1   , 2020-11-03T16:40:54 , 1
CPU     , CPU             , 1   , 2020-11-03T16:41:04 , 1
CPU     , CPU             , 1   , 2020-11-03T16:41:14 , 1
CPU     , CPU             , 1   , 2020-11-03T16:41:24 , 2
CPU     , CPU             , 1   , 2020-11-03T16:41:34 , 1
CPU     , CPU             , 1   , 2020-11-03T16:42:04 , 2
CPU     , CPU             , 1   , 2020-11-03T16:43:15 , 2
CPU     , CPU             , 1   , 2020-11-03T16:43:35 , 1
CPU     , CPU             , 1   , 2020-11-03T16:43:45 , 2
CPU     , CPU             , 1   , 2020-11-03T16:43:55 , 1
CPU     , CPU             , 1   , 2020-11-03T16:44:05 , 1
CPU     , CPU             , 1   , 2020-11-03T16:44:15 , 1
CPU     , CPU             , 1   , 2020-11-03T16:44:25 , 1
CPU     , CPU             , 1   , 2020-11-03T16:44:35 , 1
CPU     , CPU             , 1   , 2020-11-03T16:44:55 , 1
CPU     , CPU             , 1   , 2020-11-03T16:45:55 , 1
CPU     , CPU             , 1   , 2020-11-03T16:46:26 , 1
CPU     , CPU             , 1   , 2020-11-03T16:46:56 , 1
CPU     , CPU             , 1   , 2020-11-03T16:47:16 , 1
CPU     , CPU             , 1   , 2020-11-03T16:47:36 , 1
CPU     , CPU             , 1   , 2020-11-03T16:49:27 , 1
CPU     , CPU             , 1   , 2020-11-03T17:22:15 , 3
CPU     , CPU             , 1   , 2020-11-03T17:22:46 , 1
CPU     , CPU             , 1   , 2020-11-03T17:24:46 , 1
CPU     , CPU             , 1   , 2020-11-03T17:24:56 , 1
CPU     , CPU             , 1   , 2020-11-03T17:25:46 , 2
CPU     , CPU             , 1   , 2020-11-03T17:32:48 , 1
CPU     , CPU             , 1   , 2020-11-03T17:38:40 , 1
CPU     , CPU             , 1   , 2020-11-03T17:42:11 , 1
CPU     , CPU             , 1   , 2020-11-03T17:46:22 , 1
CPU     , CPU             , 1   , 2020-11-03T17:47:53 , 1
CPU     , CPU             , 1   , 2020-11-03T17:48:33 , 1
CPU     , CPU             , 1   , 2020-11-03T17:48:53 , 1
CPU     , CPU             , 1   , 2020-11-03T17:49:03 , 1
CPU     , CPU             , 1   , 2020-11-03T17:49:23 , 3
CPU     , CPU             , 1   , 2020-11-03T17:49:33 , 1
