REPORT_DATE
-------------------
2020-11-06T11:45:41
PDB: FRSTPROD
---
TABLE_NAME                     OWNER.INDEX_NAME                      SAVING %         CURRENT SIZE       ESTIMATED SIZE  COMMAND
T_USR                          THH_C4C.IX_USR_UNIVID                  28.4 %               74.0 MB              53.0 MB  ALTER INDEX thh_c4c.ix_usr_univid REBUILD ONLINE;
T_PVDRASTN                     THH_C4C.IX_PRAS_CRTD                   30.4 %               67.5 MB              47.0 MB  ALTER INDEX thh_c4c.ix_pras_crtd REBUILD ONLINE;
FACT_DATA_CAPTURE              THH_C4C.PK_FACT_DATA_CAPTURE           35.7 %               66.9 MB              43.0 MB  ALTER INDEX thh_c4c.pk_fact_data_capture REBUILD ONLINE;
A_CNCT                         THH_C4C.IX_A_COAT_IDVALIDFROM          36.4 %               66.1 MB              42.0 MB  ALTER INDEX thh_c4c.ix_a_coat_idvalidfrom REBUILD ONLINE;
T_USR                          THH_C4C.IX_USR_IDNODELMSTR             26.3 %               65.1 MB              48.0 MB  ALTER INDEX thh_c4c.ix_usr_idnodelmstr REBUILD ONLINE;
MV_DIM_DATA_CAPTURE            THH_C4C.PK_MV_DIM_DATA_CAPTURE         35.4 %               65.1 MB              42.0 MB  ALTER INDEX thh_c4c.pk_mv_dim_data_capture REBUILD ONLINE;
A_CSTMWKLDLMIT                 THH_C4C.PERFACSTMWKLDMITX2             44.5 %               64.8 MB              36.0 MB  ALTER INDEX thh_c4c.perfacstmwkldmitx2 REBUILD ONLINE;
T_PVDRASTN                     THH_C4C.IX_PRAS_PVDR_UPAS_PVDRUM       26.9 %               64.3 MB              47.0 MB  ALTER INDEX thh_c4c.ix_pras_pvdr_upas_pvdrum REBUILD ONLINE;
T_TNFRREC                      THH_C4C.IX_TRRC_CLASSTYPE              25.7 %               63.2 MB              47.0 MB  ALTER INDEX thh_c4c.ix_trrc_classtype REBUILD ONLINE;
T_USR_CNCTINFO                 THH_C4C.IX_UCTI_ID_BIZ_ADD             34.2 %               60.8 MB              40.0 MB  ALTER INDEX thh_c4c.ix_ucti_id_biz_add REBUILD ONLINE;
